,,,Nuclei,Word-final,Harmonic,SonSeq,Boundaries
,,,C1,C2,C3,C4,C5
,t=uhri=ttiin,0,1,,,2,2
,t=uhrittiin,0,1,,,1,1
,tuhri=ttiin,0,,,,1,1
kaasiselle,kaasiselle,1,,,,,
,kaasis=elle,0,,,,,1
haudo,haudo,1,,,,,
,hau=do,0,1,,,,1
ystävällisiksi,ystAvAllisiksi,1,,,,,
,ystAvA=llis=iksi,0,1,,,1,2
,ystAvA=llisiksi,0,,,,1,1
,ystAvAllis=iksi,0,,,,,1
mielikuvituksekas,mieli=kuvituksekas,1,,,,,1
,mieli=kuvi=tukse=kas,0,1,,,,3
,mieli=kuvi=tuksekas,0,,,,,2
,mieli=kuvitukse=kas,0,1,,,,2
,mielikuvi=tukse=kas,0,1,,,,2
,mielikuvi=tuksekas,0,,,,,1
,mielikuvitukse=kas,0,1,,,,1
,mielikuvituksekas,0,,,,,
kolealla,kolealla,1,,,,,
,kole=alla,0,,,,,1
verotoimistolta,vero=toimistolta,1,,,,,1
,vero=toimisto=lta,0,1,,,1,2
,verotoimisto=lta,0,1,,,1,1
,verotoimistolta,0,,,,,
samok,samok,1,,1,,,
,samo=k,0,1,1,,1,1
puistonvartijoita,puiston=vartijoita,1,,,,,1
,puisto=n=varti=joita,0,1,,,1,3
,puisto=n=vartijoita,0,1,,,1,2
,puisto=nvarti=joita,0,,,,1,2
,puisto=nvartijoita,0,,,,1,1
,puiston=varti=joita,0,,,,,2
,puistonvarti=joita,0,,,,,1
,puistonvartijoita,0,,,,,
volyymista,volyymista,1,,,1,,
,volyy=mista,0,,,1,,1
perjantaipäivänä,perjantai=pAivAnA,1,,,,,1
,perjantai=pAivAn=A,0,1,,,,2
,perjantaipAivAn=A,0,1,,1,,1
,perjantaipAivAnA,0,,,1,,
ympäristömikrobiologian,ympAristO=mikro=biologian,1,,,,,2
,ympAristO=mikro=bio=logian,0,,,,,3
,ympAristO=mikrobio=logian,0,,,,,2
,ympAristO=mikrobiologian,0,,,,,1
,ympAristOmikro=bio=logian,0,,,1,,2
,ympAristOmikro=biologian,0,,,1,,1
,ympAristOmikrobio=logian,0,,,1,,1
,ympAristOmikrobiologian,0,,,1,,
kuurosokeat,kuuro=sokeat,1,,,,,1
,kuu=ro=sokeat,0,1,,,,2
,kuu=rosokeat,0,,,,,1
,kuurosokeat,0,,,,,
ylioppilaskunnalle,yli=oppilas=kunnalle,1,,,,,2
,yli=oppilaskunnalle,0,,,,,1
,ylioppilas=kunnalle,0,,,1,,1
,ylioppilaskunnalle,0,,,1,,
pitkähköjä,pitkAhkOjA,1,,,,,
,pitkA=h=kO=jA,0,3,1,,1,3
,pitkA=h=kOjA,0,1,1,,1,2
,pitkA=hkO=jA,0,2,,,1,2
,pitkA=hkOjA,0,,,,1,1
,pitkAh=kO=jA,0,2,1,,,2
,pitkAh=kOjA,0,,1,,,1
,pitkAhkO=jA,0,1,,,,1
sinnikkäimmät,sinnikkAimmAt,1,,,,,
,sin=nikkAim=mAt,0,2,1,,,2
,sin=nikkAimmAt,0,1,,,,1
,sinnikkAim=mAt,0,1,1,,,1
kallistu,kallistu,1,,,,,
,kallis=tu,0,1,,,,1
toivomukseni,toivomukseni,1,,,,,
,toivo=muksen=i,0,1,,,,2
,toivo=mukseni,0,,,,,1
,toivomuksen=i,0,1,,,,1
kuukausiliite,kuu=kausi=liite,1,,,,,2
,kuu=kausiliite,0,,,,,1
,kuukausi=liite,0,,,,,1
,kuukausiliite,0,,,,,
slobodan,slobodan,1,,,,,
,slobod=an,0,1,,,,1
mielikuvituksekkaasti,mieli=kuvituksekkaasti,1,,,,,1
,mieli=kuvi=tukse=kkaasti,0,,,,1,3
,mieli=kuvi=tuksekkaasti,0,,,,,2
,mieli=kuvitukse=kkaasti,0,,,,1,2
,mielikuvi=tukse=kkaasti,0,,,,1,2
,mielikuvi=tuksekkaasti,0,,,,,1
,mielikuvitukse=kkaasti,0,,,,1,1
,mielikuvituksekkaasti,0,,,,,
työnteolle,tyOn=teolle,1,,,,,1
,tyOn=teo=lle,0,1,,,1,2
,tyOnteo=lle,0,1,,1,1,1
,tyOnteolle,0,,,1,,
wala,wala,1,,,,,
,w=ala,0,1,1,,1,1
uhattuja,uhattuja,1,,,,,
,uha=ttu=ja,0,2,,,1,2
,uha=ttuja,0,,,,1,1
,uhattu=ja,0,1,,,,1
karvahatut,karva=hatut,1,,,,,1
,karv=a=ha=tut,0,4,1,,,3
,karv=a=hatut,0,2,1,,,2
,karv=aha=tut,0,2,1,,,2
,karv=ahatut,0,1,1,,,1
,karva=ha=tut,0,2,,,,2
,karvaha=tut,0,1,,,,1
,karvahatut,0,,,,,
peruskoulun,perus=koulun,1,,,,,1
,perus=koulu=n,0,1,,,1,2
,peruskoulu=n,0,1,,,1,1
,peruskoulun,0,,,,,
murhajuttu,murha=juttu,1,,,,,1
,murhajuttu,0,,,,,
runoilija,runoilija,1,,,,,
,runo=ilija,0,,,,,1
murehtiko,murehtiko,1,,,,,
,mur=ehti=ko,0,2,,,,2
,mur=ehtiko,0,1,,,,1
,murehti=ko,0,1,,,,1
jätesäkit,jAte=sAkit,1,,,,,1
,jAte=sA=kit,0,2,,,,2
,jAtesA=kit,0,1,,,,1
,jAtesAkit,0,,,,,
maaseutukylien,maa=seutu=kylien,1,,,,,2
,maa=seutu=kyl=ien,0,1,,,,3
,maa=seutukyl=ien,0,,,1,,2
,maa=seutukylien,0,,,1,,1
,maaseutu=kyl=ien,0,1,,,,2
,maaseutu=kylien,0,,,,,1
,maaseutukyl=ien,0,,,1,,1
,maaseutukylien,0,,,1,,
vetoketjun,veto=ketjun,1,,,,,1
,vetoketjun,0,,,,,
leikkauttamaan,leikkauttamaan,1,,,,,
,leikka=u=t=tamaan,0,2,,,1,3
,leikka=u=ttamaan,0,1,,,1,2
,leikka=ut=tamaan,0,1,,,,2
,leikka=uttamaan,0,,,,,1
,leikkau=t=tamaan,0,1,,,1,2
,leikkau=ttamaan,0,,,,1,1
,leikkaut=tamaan,0,,,,,1
tauoton,tauoton,1,,,,,
,tau=oton,0,,,,,1
reseptorien,reseptorien,1,,,,,
,re=sep=tori=en,0,3,1,,,3
,re=sep=torien,0,2,1,,,2
,re=septori=en,0,2,,,,2
,re=septorien,0,1,,,,1
,resep=tori=en,0,1,1,,,2
,resep=torien,0,,1,,,1
,reseptori=en,0,1,,,,1
tyhmälle,tyhmAlle,1,,,,,
,tyhmA=lle,0,1,,,1,1
lahjarahat,lahja=rahat,1,,,,,1
,lahja=raha=t,0,1,,,1,2
,lahjaraha=t,0,1,,,1,1
,lahjarahat,0,,,,,
pankkiholvissa,pankki=holvissa,1,,,,,1
,pankki=hol=vissa,0,1,,,,2
,pankkihol=vissa,0,,,,,1
,pankkiholvissa,0,,,,,
kauppakamarilehti,kauppa=kamari=lehti,1,,,,,2
,kauppa=kamarilehti,0,,,,,1
,kauppakamari=lehti,0,,,,,1
,kauppakamarilehti,0,,,,,
wuolle,wuolle,1,,,,,
,w=u=olle,0,2,1,,1,2
,w=uolle,0,1,1,,1,1
,wu=olle,0,1,,,,1
veronkorotuksesta,veron=korotuksesta,1,,,,,1
,veron=korot=uksesta,0,,,,,2
,veronkorot=uksesta,0,,,,,1
,veronkorotuksesta,0,,,,,
julkistus,julkistus,1,,,,,
,julkis=tus,0,1,,,,1
käskyläinen,kAskylAinen,1,,,,,
,kAsky=lAinen,0,,,,,1
asuinrakennuksista,asuin=rakennuksista,1,,,,,1
,asuin=rakennu=ksista,0,,,,1,2
,asuinrakennu=ksista,0,,,,1,1
,asuinrakennuksista,0,,,,,
varata,varata,1,,,,,
,vara=ta,0,1,,,,1
journalism,journalism,1,,1,,1,
,jo=urnalism,0,1,1,,1,1
kunniakomppanian,kunnia=komppanian,1,,,,,1
,kunniakomppanian,0,,,,,
elizabethilla,elizabethilla,1,,,,,
,elizabeth=illa,0,,1,,1,1
tulonsiirrosta,tulon=siirrosta,1,,,,,1
,tulo=n=siirr=osta,0,1,,,2,3
,tulo=n=siirrosta,0,1,,,1,2
,tulo=nsiirr=osta,0,,,,1,2
,tulo=nsiirrosta,0,,,,1,1
,tulon=siirr=osta,0,,,,1,2
,tulonsiirr=osta,0,,,,1,1
,tulonsiirrosta,0,,,,,
kulttuurievoluutio,kulttuuri=evoluutio,1,,,,,1
,kulttuurievoluutio,0,,,,,
huippupianisti,huippu=pianisti,1,,,,,1
,huippupianisti,0,,,,,
citibank,citibank,1,,1,,,
,citi=bank,0,1,1,,,1
roikkumassa,roikkumassa,1,,,,,
,roikku=massa,0,,,,,1
keräävien,kerAAvien,1,,,,,
,kerA=A=vien,0,1,,,,2
,kerA=Avien,0,,,,,1
,kerAA=vien,0,,,,,1
kivoin,kivoin,1,,,,,
,ki=voin,0,1,,,,1
keskipalkaksi,keski=palkaksi,1,,,,,1
,keski=pal=kaksi,0,1,,,,2
,keskipal=kaksi,0,,,,,1
,keskipalkaksi,0,,,,,
sijoittumisessa,sijoittumisessa,1,,,,,
,sijoit=tu=mis=essa,0,2,,,,3
,sijoit=tu=misessa,0,1,,,,2
,sijoit=tumis=essa,0,,,,,2
,sijoit=tumisessa,0,,,,,1
,sijoittu=mis=essa,0,1,,,,2
,sijoittu=misessa,0,,,,,1
,sijoittumis=essa,0,,,,,1
työttömyyspäivärahaan,tyOttOmyys=pAivA=rahaan,1,,,,,2
,tyOttOmyys=pAivA=raha=an,0,1,,,,3
,tyOttOmyys=pAivAraha=an,0,1,,1,,2
,tyOttOmyys=pAivArahaan,0,,,1,,1
,tyOttOmyyspAivA=raha=an,0,1,,,,2
,tyOttOmyyspAivA=rahaan,0,,,,,1
,tyOttOmyyspAivAraha=an,0,1,,1,,1
,tyOttOmyyspAivArahaan,0,,,1,,
kotiseutuneuvoksen,koti=seutu=neuvoksen,1,,,,,2
,koti=seutuneuvoksen,0,,,,,1
,kotiseutu=neuvoksen,0,,,,,1
,kotiseutuneuvoksen,0,,,,,
nikolicin,nikolicin,1,,,,,
,nikolic=in,0,1,1,,,1
viehkon,viehkon,1,,,,,
,vie=hko=n,0,2,,,2,2
,vie=hkon,0,1,,,1,1
,viehko=n,0,1,,,1,1
autosi,autosi,1,,,,,
,auto=si,0,1,,,,1
koulubussi,koulu=bussi,1,,,,,1
,koulubussi,0,,,,,
laeissa,laeissa,1,,,,,
,la=eissa,0,1,,,,1
geenivirheet,geeni=virheet,1,,,,,1
,geeni=virhe=et,0,1,,,,2
,geenivirhe=et,0,1,,,,1
,geenivirheet,0,,,,,
ruokaviiniksi,ruoka=viiniksi,1,,,,,1
,ruoka=viin=iksi,0,,,,,2
,ruokaviin=iksi,0,,,,,1
,ruokaviiniksi,0,,,,,
orivedenkadulla,ori=veden=kadulla,1,,,,,2
,ori=ved=en=kadu=lla,0,3,,,1,4
,ori=ved=en=kadulla,0,2,,,,3
,ori=ved=enkadu=lla,0,2,,,1,3
,ori=ved=enkadulla,0,1,,,,2
,ori=veden=kadu=lla,0,1,,,1,3
,ori=vedenkadu=lla,0,1,,,1,2
,ori=vedenkadulla,0,,,,,1
,orived=en=kadu=lla,0,2,,,1,3
,orived=en=kadulla,0,1,,,,2
,orived=enkadu=lla,0,1,,,1,2
,orived=enkadulla,0,,,,,1
,oriveden=kadu=lla,0,1,,,1,2
,oriveden=kadulla,0,,,,,1
,orivedenkadu=lla,0,1,,,1,1
,orivedenkadulla,0,,,,,
rantatupa,ranta=tupa,1,,,,,1
,ranta=tu=pa,0,2,,,,2
,rantatu=pa,0,1,,,,1
,rantatupa,0,,,,,
syntynyt,syntynyt,1,,,,,
,synty=nyt,0,1,,,,1
tuusulalainen,tuusulalainen,1,,,,,
,tuu=su=la=lainen,0,2,,,,3
,tuu=su=lalainen,0,1,,,,2
,tuu=sula=lainen,0,,,,,2
,tuu=sulalainen,0,,,,,1
,tuusu=la=lainen,0,1,,,,2
,tuusu=lalainen,0,,,,,1
,tuusula=lainen,0,,,,,1
kriminaalihuolto,kriminaali=huolto,1,,,,,1
,kriminaalihuolto,0,,,,,
kuukauden,kuu=kauden,1,,,,,1
,kuukauden,0,,,,,
säästönsä,sAAstOnsA,1,,,,,
,sAAstO=nsA,0,1,,,1,1
edullisissa,edullisissa,1,,,,,
,edull=isissa,0,,,,1,1
älykello,Aly=kello,1,,,,,1
,A=ly=kello,0,2,,,,2
,A=lykello,0,1,,1,,1
,Alykello,0,,,1,,
käsiämme,kAsiAmme,1,,,,,
,kAsi=A=mme,0,2,,,1,2
,kAsi=Amme,0,,,,,1
,kAsiA=mme,0,1,,,1,1
frankberg,frankberg,1,,1,,,
,frank=berg,0,2,2,,,1
kilpailukeino,kilpailu=keino,1,,,,,1
,kilpailukeino,0,,,,,
asiattomat,asiattomat,1,,,,,
,asia=t=to=mat,0,3,,,1,3
,asia=t=tomat,0,1,,,1,2
,asia=tto=mat,0,2,,,1,2
,asia=ttomat,0,,,,1,1
,asiat=to=mat,0,2,,,,2
,asiat=tomat,0,,,,,1
,asiatto=mat,0,1,,,,1
räätäliveli,rAAtAli=veli,1,,,,,1
,rAAtAliveli,0,,,,,
suosivatko,suosivatko,1,,,,,
,suosi=vat=ko,0,2,,,,2
,suosi=vatko,0,,,,,1
,suosivat=ko,0,1,,,,1
elämästä,elAmAstA,1,,,,,
,elAmA=stA,0,1,,,,1
dalle,dalle,1,,,,,
,da=lle,0,2,,,1,1
unelmissaan,unelmissaan,1,,,,,
,unelmi=ssa=an,0,2,,,1,2
,unelmi=ssaan,0,,,,1,1
,unelmissa=an,0,1,,,,1
kotikadulta,koti=kadulta,1,,,,,1
,koti=kadu=lta,0,1,,,1,2
,kotikadu=lta,0,1,,,1,1
,kotikadulta,0,,,,,
miniää,miniAA,1,,,,,
,min=iA=A,0,2,,,,2
,min=iAA,0,1,,,,1
,miniA=A,0,1,,,,1
voimatori,voima=tori,1,,,,,1
,voimatori,0,,,,,
syötäessä,syOtAessA,1,,,,,
,syO=tA=essA,0,1,,,,2
,syO=tAessA,0,,,,,1
,syOtA=essA,0,,,,,1
mäenpäästä,mAen=pAAstA,1,,,,,1
,mAenpAAstA,0,,,,,
murrokseen,murrokseen,1,,,,,
,murr=o=kseen,0,2,,,2,2
,murr=okseen,0,1,,,1,1
,murro=kseen,0,,,,1,1
thomaskin,thomaskin,1,,,,1,
,thomas=kin,0,1,,,1,1
teknohuuman,tekno=huuman,1,,,,,1
,tekn=o=huu=man,0,3,,,1,3
,tekn=o=huuman,0,2,,,1,2
,tekn=ohuu=man,0,2,,,1,2
,tekn=ohuuman,0,1,,,1,1
,tekno=huu=man,0,1,,,,2
,teknohuu=man,0,1,,,,1
,teknohuuman,0,,,,,
aliarvioineet,ali=arvioineet,1,,,,,1
,ali=arvioi=neet,0,,,,,2
,aliarvioi=neet,0,,,,,1
,aliarvioineet,0,,,,,
ötököistä,OtOkOistA,1,,,,,
,OtOkO=istA,0,,,,,1
trikoon,trikoon,1,,,,,
,t=riko=on,0,2,,,1,2
,t=rikoon,0,1,,,1,1
,triko=on,0,1,,,,1
trinidadilaissyntyisen,trinidadilais=syntyisen,1,,,,,1
,trinidadi=lais=synty=isen,0,,,,,3
,trinidadi=lais=syntyisen,0,,,,,2
,trinidadi=laissynty=isen,0,,,1,,2
,trinidadi=laissyntyisen,0,,,1,,1
,trinidadilais=synty=isen,0,,,,,2
,trinidadilaissynty=isen,0,,,1,,1
,trinidadilaissyntyisen,0,,,1,,
kukistan,kukistan,1,,,,,
,kuk=ista=n,0,2,1,,1,2
,kuk=istan,0,1,1,,,1
,kukista=n,0,1,,,1,1
lääninvankila,lAAnin=vankila,1,,,,,1
,lAAn=in=vanki=la,0,2,,,,3
,lAAn=in=vankila,0,1,,,,2
,lAAn=invanki=la,0,1,,,,2
,lAAn=invankila,0,,,,,1
,lAAnin=vanki=la,0,1,,,,2
,lAAninvanki=la,0,1,,1,,1
,lAAninvankila,0,,,1,,
gyntherin,gyntherin,1,,,,,
,gynt=her=in,0,3,,,,2
,gynt=herin,0,1,,,,1
,gynther=in,0,1,,,,1
liietä,liietA,1,,,,,
,lii=et=A,0,2,,,,2
,lii=etA,0,,,,,1
,liiet=A,0,1,,,,1
venemessut,vene=messut,1,,,,,1
,vene=messu=t,0,1,,,1,2
,venemessu=t,0,1,,,1,1
,venemessut,0,,,,,
senate,senate,1,,,,,
,sen=a=te,0,3,,,,2
,sen=ate,0,1,,,,1
,sena=te,0,1,,,,1
teollisuustontti,teollisuus=tontti,1,,,,,1
,teollisuus=tont=ti,0,2,,,,2
,teollisuustont=ti,0,1,,,,1
,teollisuustontti,0,,,,,
reaalikoulu,reaali=koulu,1,,,,,1
,reaalikoulu,0,,,,,
nälkäkuolemia,nAlkA=kuolemia,1,,,,,1
,nAlkAkuolemia,0,,,1,,
ruokkineet,ruokkineet,1,,,,,
,ruo=kki=neet,0,1,,,1,2
,ruo=kkineet,0,,,,1,1
,ruokki=neet,0,,,,,1
ilmakivääristä,ilma=kivAAristA,1,,,,,1
,ilma=ki=vAAr=istA,0,1,,,,3
,ilma=ki=vAAristA,0,1,,,,2
,ilma=kivAAr=istA,0,,,,,2
,ilmaki=vAAr=istA,0,,,,,2
,ilmaki=vAAristA,0,,,,,1
,ilmakivAAr=istA,0,,,1,,1
,ilmakivAAristA,0,,,1,,
suomalaiseenkin,suomalaiseenkin,1,,,,,
,suomalais=een=kin,0,1,,,,2
,suomalais=eenkin,0,,,,,1
,suomalaiseen=kin,0,1,,,,1
kauppakamarijärjestön,kauppa=kamari=jArjestOn,1,,,,,2
,kauppa=kamari=jArjestO=n,0,1,,,1,3
,kauppa=kamarijArjestO=n,0,1,,1,1,2
,kauppa=kamarijArjestOn,0,,,1,,1
,kauppakamari=jArjestO=n,0,1,,,1,2
,kauppakamari=jArjestOn,0,,,,,1
,kauppakamarijArjestO=n,0,1,,1,1,1
,kauppakamarijArjestOn,0,,,1,,
huoneistopalot,huoneisto=palot,1,,,,,1
,huoneisto=palo=t,0,1,,,1,2
,huoneistopalo=t,0,1,,,1,1
,huoneistopalot,0,,,,,
pamausta,pamausta,1,,,,,
,pamaus=ta,0,1,,,,1
sairaskotiosastolle,sairas=koti=osastolle,1,,,,,2
,sairas=koti=osasto=lle,0,1,,,1,3
,sairas=kotiosasto=lle,0,1,,,1,2
,sairas=kotiosastolle,0,,,,,1
,sairaskoti=osasto=lle,0,1,,,1,2
,sairaskoti=osastolle,0,,,,,1
,sairaskotiosasto=lle,0,1,,,1,1
,sairaskotiosastolle,0,,,,,
markkinatuote,markkina=tuote,1,,,,,1
,markkin=a=tuote,0,1,,,,2
,markkin=atuote,0,,,,,1
,markkinatuote,0,,,,,
ettmayer,ettmayer,1,,,1,,
,ettm=ayer,0,1,1,1,1,1
ikimuistoisesti,iki=muistoisesti,1,,,,,1
,iki=muisto=isesti,0,,,,,2
,ikimuisto=isesti,0,,,,,1
,ikimuistoisesti,0,,,,,
ostoksellaan,ostoksellaan,1,,,,,
,osto=ksella=an,0,1,,,1,2
,osto=ksellaan,0,,,,1,1
,ostoksella=an,0,1,,,,1
kotioloja,koti=oloja,1,,,,,1
,koti=olo=ja,0,1,,,,2
,kotiolo=ja,0,1,,,,1
,kotioloja,0,,,,,
paloon,paloon,1,,,,,
,palo=on,0,1,,,,1
tatuointiin,tatuointiin,1,,,,,
,ta=tuo=in=tiin,0,2,,,,3
,ta=tuo=intiin,0,1,,,,2
,ta=tuoin=tiin,0,1,,,,2
,ta=tuointiin,0,1,,,,1
,tatuo=in=tiin,0,1,,,,2
,tatuo=intiin,0,,,,,1
,tatuoin=tiin,0,,,,,1
ammatillisuuden,ammatillisuuden,1,,,,,
,ammatill=is=uuden,0,1,,,1,2
,ammatill=isuuden,0,,,,1,1
,ammatillis=uuden,0,,,,,1
pankkifuusioita,pankki=fuusioita,1,,,,,1
,pankki=fuusi=oita,0,,,,,2
,pankkifuusi=oita,0,,,,,1
,pankkifuusioita,0,,,,,
huippujohtajia,huippu=johtajia,1,,,,,1
,huippu=joh=tajia,0,1,1,,,2
,huippujoh=tajia,0,,1,,,1
,huippujohtajia,0,,,,,
mauista,mauista,1,,,,,
,mau=ista,0,,,,,1
maanonen,maanonen,1,,,,,
,maan=onen,0,,,,,1
metsäsertifikaatit,metsA=sertifikaatit,1,,,,,1
,metsA=sertifikaat=it,0,1,,,,2
,metsAsertifikaat=it,0,1,,1,,1
,metsAsertifikaatit,0,,,1,,
sosionomeja,sosionomeja,1,,,,,
,sosionome=ja,0,1,,,,1
ongelmaristeys,ongelma=risteys,1,,,,,1
,ongelma=riste=ys,0,1,,,,2
,ongelmariste=ys,0,1,,,,1
,ongelmaristeys,0,,,1,,
tiedekeskusta,tiede=keskusta,1,,,,,1
,tiedekeskusta,0,,,,,
seurakuntaneuvos,seura=kunta=neuvos,1,,,,,2
,seura=kuntaneuvos,0,,,,,1
,seurakunta=neuvos,0,,,,,1
,seurakuntaneuvos,0,,,,,
naisvoimistelijoille,nais=voimistelijoille,1,,,,,1
,nais=voimi=steli=jo=ille,0,1,,,,4
,nais=voimi=steli=joille,0,,,,,3
,nais=voimi=stelijo=ille,0,,,,,3
,nais=voimi=stelijoille,0,,,,,2
,nais=voimisteli=jo=ille,0,1,,,,3
,nais=voimisteli=joille,0,,,,,2
,nais=voimistelijo=ille,0,,,,,2
,naisvoimi=steli=jo=ille,0,1,,,,3
,naisvoimi=steli=joille,0,,,,,2
,naisvoimi=stelijo=ille,0,,,,,2
,naisvoimi=stelijoille,0,,,,,1
,naisvoimisteli=jo=ille,0,1,,,,2
,naisvoimisteli=joille,0,,,,,1
,naisvoimistelijo=ille,0,,,,,1
,naisvoimistelijoille,0,,,,,
ohjelmapäivystykset,ohjelma=pAivystykset,1,,,,,1
,ohjelma=pAivys=t=ykset,0,1,,,1,3
,ohjelma=pAivys=tykset,0,,,,,2
,ohjelma=pAivyst=ykset,0,,,,1,2
,ohjelmapAivys=t=ykset,0,1,,1,1,2
,ohjelmapAivys=tykset,0,,,1,,1
,ohjelmapAivyst=ykset,0,,,1,1,1
,ohjelmapAivystykset,0,,,1,,
hämätään,hAmAtAAn,1,,,,,
,hAmA=tAAn,0,,,,,1
hallisuunnitelmia,halli=suunnitelmia,1,,,,,1
,halli=suunni=te=lmia,0,1,,,,3
,halli=suunni=telmia,0,,,,,2
,halli=suunnite=lmia,0,,,,,2
,hallisuunni=te=lmia,0,1,,,,2
,hallisuunni=telmia,0,,,,,1
,hallisuunnite=lmia,0,,,,,1
,hallisuunnitelmia,0,,,,,
ledger,ledger,1,,,,,
,le=d=ger,0,3,,,1,2
,le=dger,0,2,,,1,1
,led=ger,0,2,,,,1
ajankohtaisseminaari,ajan=kohtais=seminaari,1,,,,,2
,ajan=kohta=is=seminaari,0,1,,,,3
,ajan=kohta=isseminaari,0,,,,,2
,ajan=kohtaisseminaari,0,,,,,1
,ajankohta=is=seminaari,0,1,,,,2
,ajankohta=isseminaari,0,,,,,1
,ajankohtais=seminaari,0,,,,,1
,ajankohtaisseminaari,0,,,,,
metsäryhmä,metsA=ryhmA,1,,,,,1
,metsAryhmA,0,,,,,
taputa,taputa,1,,,,,
,taput=a,0,1,,,,1
kihertää,kihertAA,1,,,,,
,kiher=tAA,0,,,,,1
kysyivätkin,kysyivAtkin,1,,,,,
,kysy=i=vAt=kin,0,3,,,,3
,kysy=i=vAtkin,0,1,,,,2
,kysy=ivAt=kin,0,1,,,,2
,kysy=ivAtkin,0,,,,,1
,kysyi=vAt=kin,0,2,,,,2
,kysyi=vAtkin,0,,,,,1
,kysyivAt=kin,0,1,,,,1
toimemme,toimemme,1,,,,,
,toim=emme,0,,1,,,1
varainhankintaan,varain=hankintaan,1,,,,,1
,vara=in=hanki=n=taan,0,2,,,1,4
,vara=in=hanki=ntaan,0,1,,,1,3
,vara=in=hankin=taan,0,1,,,,3
,vara=in=hankintaan,0,1,,,,2
,vara=inhanki=n=taan,0,1,,,1,3
,vara=inhanki=ntaan,0,,,,1,2
,vara=inhankin=taan,0,,,,,2
,vara=inhankintaan,0,,,,,1
,varain=hanki=n=taan,0,1,,,1,3
,varain=hanki=ntaan,0,,,,1,2
,varain=hankin=taan,0,,,,,2
,varainhanki=n=taan,0,1,,,1,2
,varainhanki=ntaan,0,,,,1,1
,varainhankin=taan,0,,,,,1
,varainhankintaan,0,,,,,
käyntikortissa,kAynti=kortissa,1,,,,,1
,kAynti=kort=issa,0,1,,,,2
,kAyntikort=issa,0,,,1,,1
,kAyntikortissa,0,,,1,,
valuuttalainojen,valuutta=lainojen,1,,,,,1
,valuutta=lain=ojen,0,,,,,2
,valuuttalain=ojen,0,,,,,1
,valuuttalainojen,0,,,,,
joneskaan,joneskaan,1,,,,,
,jones=kaan,0,,,,,1
ilmapiiriasioita,ilma=piiri=asioita,1,,,,,2
,ilma=piiri=asioi=ta,0,1,,,,3
,ilma=piiriasioi=ta,0,1,,,,2
,ilma=piiriasioita,0,,,,,1
,ilmapiiri=asioi=ta,0,1,,,,2
,ilmapiiri=asioita,0,,,,,1
,ilmapiiriasioi=ta,0,1,,,,1
,ilmapiiriasioita,0,,,,,
keskeyttäneitä,keskeyttAneitA,1,,,,,
,keske=yttA=n=eitA,0,1,,,1,3
,keske=yttA=neitA,0,,,,,2
,keske=yttAn=eitA,0,,,,,2
,keske=yttAneitA,0,,,,,1
,keskeyttA=n=eitA,0,1,,,1,2
,keskeyttA=neitA,0,,,,,1
,keskeyttAn=eitA,0,,,,,1
kakkossivun,kakkos=sivun,1,,,,,1
,kakkos=sivu=n,0,1,,,1,2
,kakkossivu=n,0,1,,,1,1
,kakkossivun,0,,,,,
kalavelkojaan,kala=velkojaan,1,,,,,1
,kala=velk=oja=an,0,2,1,,,3
,kala=velk=ojaan,0,1,1,,,2
,kala=velkoja=an,0,1,,,,2
,kalavelk=oja=an,0,1,1,,,2
,kalavelk=ojaan,0,,1,,,1
,kalavelkoja=an,0,1,,,,1
,kalavelkojaan,0,,,,,
vääntämiseen,vAAntAmiseen,1,,,,,
,vAAntA=miseen,0,,,,,1
talletuskoron,talletus=koron,1,,,,,1
,talletuskoron,0,,,,,
stonea,stonea,1,,,,,
,sto=ne=a,0,3,,,,2
,sto=nea,0,1,,,,1
,stone=a,0,1,,,,1
tekstikysymyksiä,teksti=kysymyksiA,1,,,,,1
,teksti=kysym=yksiA,0,,1,,,2
,tekstikysym=yksiA,0,,1,,,1
,tekstikysymyksiA,0,,,,,
luottoluokitus,luotto=luokitus,1,,,,,1
,luottoluokitus,0,,,,,
sekuntinopeudella,sekunti=nopeudella,1,,,,,1
,sekunti=nopeud=ella,0,,,,,2
,sekuntinopeud=ella,0,,,,,1
,sekuntinopeudella,0,,,,,
halventuneiden,halventuneiden,1,,,,,
,halv=en=tun=eiden,0,3,1,,,3
,halv=en=tuneiden,0,2,1,,,2
,halv=entun=eiden,0,1,1,,,2
,halv=entuneiden,0,1,1,,,1
,halven=tun=eiden,0,1,,,,2
,halven=tuneiden,0,,,,,1
,halventun=eiden,0,,,,,1
taputeltiin,taputeltiin,1,,,,,
,taput=e=ltiin,0,1,,,1,2
,taput=eltiin,0,,,,,1
,tapute=ltiin,0,,,,1,1
nuorrun,nuorrun,1,,,,,
,nuor=run,0,1,,,,1
sateellakin,sateellakin,1,,,,,
,sa=te=ella=kin,0,3,,,,3
,sa=te=ellakin,0,2,,,,2
,sa=teella=kin,0,2,,,,2
,sa=teellakin,0,1,,,,1
,sate=ella=kin,0,1,,,,2
,sate=ellakin,0,,,,,1
,sateella=kin,0,1,,,,1
katkaistut,katkaistut,1,,,,,
,katkais=tut,0,1,,,,1
peltilehmiin,pelti=lehmiin,1,,,,,1
,pel=ti=leh=miin,0,3,1,,,3
,pel=ti=lehmiin,0,2,,,,2
